United States Dollar,penny,.01,nickel,.05,dime,.1,quarter,.25,one dollar bill,1,two dollar bill,2,five dollar bill,5,ten dollar bill,10,twenty dollar bill,20,fifty dollar bill,50,one hundred dollar bill,100
Euro,one cent coin,.01,two cent coin,.02,five cent coin,.05,ten cent coin,.1,twenty cent coin,.2,fifty cent coin,.5,one euro coin,1,two euro coin,2,five euro bill,5,ten euro bill,10,twenty euro bill,20,fifty euro bill,50,one hundred euro bill,100,two hundred euro bill,200,five hundred euro bill,500
Japanese Yen,one yen coin,1,five yen coin,5,ten yen coin,10,fifty yen coin,50,one hundred yen coin,100,five hundred yen coin,500,one thousand yen bill,1000,two thousand yen bill,2000,five thousand yen bill,5000,ten thousand yen bill,10000
British Pound,one pence coin,.01,two pence coin,.02,five pence coin,.05,ten pence coin,.1,twenty pence coin,.2,fifty pence coin,.5,one pound coin,1,two pound coin,2,five pound bill,5,ten pound bill,10,twenty pound bill,20,fifty pound bill,50
